sentence,label,intent
weather in Manila,O O location,weather
Paris to Istanbul please breakfast flight,origin O destination O O O,flight
what 's the weather like in Warsaw,O O O O O O location,weather
what flights go from Shenzhen to Prague via indianapolis,O O O O origin O destination O O,flight
how long will it rain in Tokyo,O O O O O O location,weather
find a flight from Vancouver to Sousse with a layover in san francisco on air canada,O O O O origin O destination O O O O O O O O O,flight
from Suzhou dc to Siem Reap departing in the afternoon,O origin O O destination destination O O O O,flight
show me prices of flights from Buenos Aires to Cairo,O O O O O O origin origin O destination,other
temperature in Budapest,O O location,weather
what do you have tomorrow morning from East Province to Jaipur,O O O O O O O origin origin O destination,flight
will it rain today in Prague,O O O O O location,weather
find me the weather forecast for Krabi,O O O O O O location,weather
i want a flight from Jakarta to Mecca with a stop in atlanta,O O O O O origin O destination O O O O O,flight
on november twenty third of this year _D_ i 'd like to fly from Mumbai to Prague and i 'd like to fly on delta,O O O O O O O O O O O O O O origin O destination O O O O O O O O,flight
weather in Los Angeles,O O location location,weather
will Singapore be hot,O location O O,weather
current weather in Kraków,O O O location,weather
what city is the airport mco in,O O O O O O O,other
what is the latest daily flight between country and Manama,O O O O O O O origin O destination,flight
I wonder how it feels today in Marrakech,O O O O O O O location,weather
what is booking class c,O O O O O,other
list all alaska airlines flights,O O O O O,flight
i need to rent a car in milwaukee,O O O O O O O O,other
may I know the weather in Frankfurt,O O O O O O location,weather
current weather in Mexico City,O O O location location,weather
on united airlines give me the flight times from Lima to Denpasar,O O O O O O O O O origin O destination,other
what does mco stand for,O O O O O,other
what does ua mean,O O O O,other
what 's the cheapest one way ticket from Orlando to Nairobi,O O O O O O O O origin O destination,other
i 'd like a cheap flight from Johannesburg to Lima on january first,O O O O O O O origin O destination O O O,flight
could you tell me about ground transportation arrangements from the dallas airport to downtown Singapore,O O O O O O O O O O O O O O destination,other
find me the weather forecast for Buenos Aires,O O O O O O location location,weather
is it raining in Dublin,O O O O location,weather
show me round trip tickets from Guilin to Berlin,O O O O O O origin O destination,other
show me ground transportation information for pittsburgh,O O O O O O O,other
what ground transportation is available in baltimore for the day after tomorrow,O O O O O O O O O O O O,other
Denpasar temperature,location O,weather
I wonder how it feels today in Zhuhai,O O O O O O O location,weather
i need information on flight from Dubai to Hong Kong,O O O O O O origin O destination destination,flight
will Shanghai be hot,O location O O,weather
what are the flights between Kraków and Amman california which leave after _D_ pm,O O O O O origin O destination O O O O O O,flight
what does ground transportation look like in oakland,O O O O O O O O,other
list the flights and departure times for flights leaving Barcelona for Toronto after _D_ pm,O O O O O O O O O origin O destination O O O,flight
is it going to be sunny in Abu Dhabi,O O O O O O O location location,weather
which flight from Istanbul to Barcelona carries the smallest number of passengers,O O O origin O destination O O O O O O,flight
ground transport denver,O O O,other
what is airline dl,O O O O,other
are there any flights before _D_ noon on june fifteenth from Cancún to Berlin,O O O O O O O O O O O origin O destination,flight
tell me the flights from Edirne to Amsterdam,O O O O O origin O destination,flight
show me all twa flights please,O O O O O O,flight
all flights from Tokyo to Orlando dc on november tenth,O O O origin O destination O O O O,flight
what kind of ground transportation is there in denver,O O O O O O O O O,other
may I know the weather in Sydney,O O O O O O location,weather
what is the lowest price fare from Taipei to Riyadh on flight delta _D_ andelta _D_,O O O O O O O origin O destination O O O O O O,other
what flights go from Punta Cana to Amsterdam on tuesday morning,O O O O origin origin O destination O O O,flight
in new york i 'll need to rent a car,O O O O O O O O O O,other
what 's the cheapest fare for a round trip from Amsterdam to city on december twenty seventh,O O O O O O O O O O origin O destination O O O O,other
show me all flights which leave Seoul tomorrow and arrive in Djerba after _D_ o'clock pm,O O O O O O origin O O O O destination O O O O,flight
find me the weather forecast for Florence,O O O O O O location,weather
what are the fares for flights from Florence to Cancún on tuesday and wednesday,O O O O O O O origin O destination O O O O,other
I wonder how it feels today in Kiev,O O O O O O O location,weather
is it hot in Hangzhou,O O O O location,weather
i need flight numbers and airlines for flights departing from Nairobi to Dubai on thursday departing before _D_ am,O O O O O O O O O O origin O destination O O O O O O,other
do I need to bring umbrella to San Francisco today,O O O O O O O location location O,weather
is it going to be sunny in Hanoi,O O O O O O O location,weather
what 's the weather like in Suzhou,O O O O O O location,weather
i would like the cheapest flight from Brussels to Miami leaving april twenty fifth and returning may sixth,O O O O O O O origin O destination O O O O O O O O,flight
show me all lufthansa flights from Punta Cana to Tokyo with stopovers in minneapolis,O O O O O O origin origin O destination O O O O,flight
find me the weather forecast for Dublin,O O O O O O location,weather
i 'd like a round trip ticket from Hangzhou to Sofia washington,O O O O O O O O origin O destination O,other
if I am going to East Province should I bring umbrella,O O O O O location location O O O O,weather
Doha weather,location O,weather
what is the fare on american airlines flight _D_ from Johannesburg to Marrakech,O O O O O O O O O O origin O destination,other
show me the lowest fare for a round trip flight from Marrakech to Prague,O O O O O O O O O O O origin O destination,other
cheapest round trip airfare from Brussels to Toronto,O O O O O origin O destination,other
what does the fare code qx mean,O O O O O O O,other
a first class flight on american to Buenos Aires on tuesday in the next week,O O O O O O O destination destination O O O O O O,flight
what is the first class fare from Mecca to Florence,O O O O O O O origin O destination,other
july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from Kraków going to Florence,O O O O O O O O O O O O O O O O O O O origin O O destination,other
Vienna humidity,location O,weather
I wonder how it feels today in Paris,O O O O O O O location,weather
i want to go from Sydney to Vancouver,O O O O O origin O destination,flight
what 's the weather like in Toronto,O O O O O O location,weather
what 's the cost of a first class fare from Edirne to Beijing,O O O O O O O O O O origin O destination,other
what afternoon flights are available from Nice to Agra on wednesdays,O O O O O O origin O destination O O,flight
rain or sunny Buenos Aires,O O O location location,weather
information on flights from Mecca to Sofia,O O O O origin O destination,flight
i 'd like a ticket from East Province to Rome with a stopover in pittsburgh is this possible,O O O O O O origin origin O destination O O O O O O O O,other
is it hot in Guilin,O O O O location,weather
how much does it cost to fly from Miami to Zhuhai round trip on twa,O O O O O O O O origin O destination O O O O,other
current weather in Zhuhai,O O O location,weather
will Agra be hot,O location O O,weather
i would like to book an early morning flight from Kuala Lumpur to Madrid on april sixth,O O O O O O O O O O origin origin O destination O O O,flight
show me the flights between Tokyo and indiana,O O O O O origin O O,flight
anything from or Beijing with a stopover in denver going to Artvin,O O O origin O O O O O O O destination,flight
okay could you tell me what flight leaves Pattaya to Guilin by united airline,O O O O O O O O origin O destination O O O,flight
how many flights does delta have with a class of service code f,O O O O O O O O O O O O O,other
show me the flights from Shanghai to Budapest and the flights from Shanghai to Budapest,O O O O O origin O destination O O O O origin O destination,flight
please tell me the type of aircraft used from Venice to Pattaya before _D_ o'clock noon,O O O O O O O O O origin O destination O O O O,other
i would like information on any flights from Muğla to Dubai arriving in Dubai before _D_ am tuesday morning,O O O O O O O O origin O destination O O destination O O O O O,flight
how much is a first class ticket from Pattaya to Johannesburg leaving on friday,O O O O O O O O origin O destination O O O,other
weather in Berlin,O O location,weather
I want to know if it will rain in Cairo,O O O O O O O O O location,weather
what is the distance from los angeles international airport to Suzhou,O O O O O O O O O O destination,other
can you show me the price of a flight to Antalya from Hanoi on thursday morning,O O O O O O O O O O destination O origin O O O,other
is it raining in Honolulu,O O O O location,weather
i want to fly from Prague to Madrid i would like the cheapest fare please,O O O O O origin O destination O O O O O O O,flight
list the tower air flights on mondays,O O O O O O O,flight
show me round trip fares between Chiang Mai and Sousse dc,O O O O O O origin origin O destination O,other
find travel arrangements for a round trip flight from Punta Cana to Hangzhou after _D_ pm,O O O O O O O O O origin origin O destination O O O,flight
can you list all flights departing from Johannesburg and landing in Amman with a stopover in denver,O O O O O O O origin O O O destination O O O O O,flight
which airlines have connections between Doha and Jeju,O O O O O origin O destination,other
does the philadelphia airport have a name,O O O O O O O,other
what does fare code y mean,O O O O O O,other
how long will it rain in Sofia,O O O O O O location,weather
show flights leaving Singapore on wednesday morning and arriving in Milan,O O O origin O O O O O O destination,flight
what is the meaning of meal code s,O O O O O O O O,other
does united airlines fly from Barcelona to Los Angeles,O O O O O origin O destination destination,flight
Bucharest humidity,location O,weather
if I am going to Berlin should I bring umbrella,O O O O O location O O O O,weather
I want to know if it will rain in Jakarta,O O O O O O O O O location,weather
how much does the limousine service cost within pittsburgh,O O O O O O O O O,other
Suzhou weather,location O,weather
show me the list of flights between Cairo and Munich that leave in the afternoon,O O O O O O O origin O destination O O O O O,flight
Sydney weather,location O,weather
temperature in Marrakech,O O location,weather
weather in London,O O location,weather
what does yn stand for,O O O O O,other
what 's the weather like in Doha,O O O O O O location,weather
what flights are there between Edirne and Vancouver which are nonstop and arrive after noon and before _D_ pm,O O O O O origin O destination O O O O O O O O O O O,flight
is it raining in Madrid,O O O O location,weather
do I need to bring umbrella to Chennai today,O O O O O O O location O,weather
what does code qw mean,O O O O O,other
please give me the prices for all flights from Brussels to denver airport next sunday,O O O O O O O O O origin O O O O O,other
i need information on flights leaving Kuala Lumpur arriving in Taipei leaving Kuala Lumpur early in the morning,O O O O O O origin origin O O destination O origin origin O O O O,flight
find me the flights that are nonstop between Jakarta and Hanoi that leave between _D_ and _D_ in the afternoon,O O O O O O O O origin O destination O O O O O O O O O,flight
Nairobi to Jaipur economy,origin O destination O,flight
do I need to bring umbrella to Pattaya today,O O O O O O O location O,weather
show me the cheapest one way tickets from Macau to Moscow,O O O O O O O O origin O destination,other
weather in Zurich,O O location,weather
what 's the weather like in Marrakech,O O O O O O location,weather
how many cities are served by delta airlines with first class flights,O O O O O O O O O O O O,other
Paris weather,location O,weather
do I need to bring umbrella to Punta Cana today,O O O O O O O location location O,weather
find me the weather in Riyadh,O O O O O location,weather
give me the saturday morning flights from Istanbul to Beijing on continental that have meals,O O O O O O O origin O destination O O O O O,flight
can you show me economy class one way fares for flights from city to Seoul on december sixteenth,O O O O O O O O O O O O origin O destination O O O,other
list flights from Florence to London june twenty ninth,O O O origin O destination O O O,flight
how much does it cost to fly eastern airlines from Istanbul to Berlin,O O O O O O O O O O origin O destination,other
what flights leave from Seoul in the morning and arrive in Dubai,O O O O origin O O O O O O destination,flight
list la,O O,other
list all of the daily flights arriving in Cancún between _D_ and _D_ pm,O O O O O O O O destination O O O O O,flight
how much is the cheapest flight from city to Mumbai,O O O O O O O origin O destination,other
rain jacket needed in Buenos Aires now,O O O O location location O,weather
may I know the weather in Buenos Aires,O O O O O O location location,weather
what is the price of business class from Johannesburg to Guilin on twa,O O O O O O O O origin O destination O O,other
Muğla to Manama sunday afternoon,origin O destination O O,flight
current weather in Mecca,O O O location,weather
please tell me the type of aircraft used from Mexico City to Kraków before _D_ o'clock noon,O O O O O O O O O origin origin O destination O O O O,other
can you list all flights leaving from Madrid and arriving in Warsaw,O O O O O O O origin O O O destination,flight
is it raining in Riyadh,O O O O location,weather
are there any nonstop flights from Nice to Orlando on wednesday may twelfth,O O O O O O origin O destination O O O O,flight
i 'd like to go from Paris to Berlin sometime after _D_ pm can you tell me the flights that could do that for me,O O O O O O origin O destination O O O O O O O O O O O O O O O O,flight
I want to know if it will rain in Bangkok,O O O O O O O O O location,weather
i would like a flight that leaves on friday from Djerba to Kraków that makes a stop in atlanta,O O O O O O O O O O origin O destination O O O O O O,flight
what planes does united use,O O O O O,other
i want a direct flight from Johannesburg to Burgas that leaves on a wednesday,O O O O O O origin O destination O O O O O,flight
train to newark,O O O,other
show me prices and times for first class travel from Guangzhou to Sousse next summer,O O O O O O O O O O origin O destination O O,other
i need a flight from Guangzhou to Denpasar north carolina next monday,O O O O O origin O destination O O O O,flight
I wonder how it feels today in Lisbon,O O O O O O O location,weather
I want to know if it will rain in Sousse,O O O O O O O O O location,weather
what 's the earliest arriving flight between Vancouver and Cairo dc,O O O O O O O origin O destination O,flight
cheapest fare from Brussels to Shenzhen,O O O origin O destination,other
what flights are there between Prague and Riyadh which are nonstop and arrive after noon and before _D_ pm,O O O O O origin O destination O O O O O O O O O O O,flight
may I know the weather in Vienna,O O O O O O location,weather
what about a car rental in denver,O O O O O O O,other
what 's the first flight after _D_ pm leaving Manama to Phuket,O O O O O O O O O origin O destination,flight
is it hot in Tokyo,O O O O location,weather
Melbourne temperature,location O,weather
Suzhou temperature,location O,weather
how long will it rain in Brussels,O O O O O O location,weather
Johannesburg weather,location O,weather
which airlines have nonstop flights from Zurich to Tokyo,O O O O O O origin O destination,other
show me the flights to love field from all other airports,O O O O O O O O O O O,flight
what are the most expensive first class tickets between Hanoi and London,O O O O O O O O O origin O destination,other
what airline besides continental flies between Lima and Macau,O O O O O O origin O destination,other
tell me distance from orlando airport to the city,O O O O O O O O O,other
what 's the lowest round trip fare from bwi to any city,O O O O O O O O O O O O,other
i 'd like to travel from Lima to city on us air _D_ please tell me the times,O O O O O O origin O destination O O O O O O O O O,flight
can you show me economy class one way fares for flights from Miami to Sousse on december sixteenth,O O O O O O O O O O O O origin O destination O O O,other
if I am going to Rome should I bring umbrella,O O O O O location O O O O,weather
what does y mean,O O O O,other
what does code yn mean,O O O O O,other
atlanta ground transportation,O O O,other
what 's the weather like in East Province,O O O O O O location location,weather
rain or sunny Denpasar,O O O location,weather
morning flight from Guangzhou to Istanbul,O O O origin O destination,flight
what is the abbreviation d_D_,O O O O O,other
flights from Shanghai to Zhuhai departing after _D_,O O origin O destination O O O,flight
current weather in Madrid,O O O location,weather
city weather,location O,weather
explain restriction ap please,O O O O,other
Warsaw weather,location O,weather
how long will it rain in country,O O O O O O location,weather
how about arrivals for american in Moscow,O O O O O O destination,flight
how about april twenty seventh Krabi to Berlin,O O O O O origin O destination,flight
Beijing humidity,location O,weather
how do i get to Orlando downtown from the airport,O O O O O destination O O O O,other
what 's the weather like in Hangzhou,O O O O O O location,weather
what 's the weather like in Burgas,O O O O O O location,weather
okay how about a flight on sunday from Artvin to Paris,O O O O O O O O origin O destination,flight
i want to fly from Burgas to Mexico City on northwest airlines and leave around _D_ am tell me what aircraft are used by this flight and tell me the flight number,O O O O O origin O destination destination O O O O O O O O O O O O O O O O O O O O O O O,other
airline that stands for dl,O O O O O,other
what is the latest evening flight leaving Pattaya for Cancún,O O O O O O O origin O destination,flight
I wonder how it feels today in Sharjah,O O O O O O O location,weather
does the philadelphia airport have a name,O O O O O O O,other
what ground transportation is available from the pittsburgh airport to the town,O O O O O O O O O O O O,other
do you have a delta flight to Prague from Honolulu on august thirtieth in the early morning,O O O O O O O destination O origin O O O O O O O,flight
what is the earliest flight on friday from Riyadh to Singapore,O O O O O O O O origin O destination,flight
is there a direct flight from Las Vegas to Paris that arrives in Paris around _D_ noon,O O O O O O origin origin O destination O O O destination O O O,flight
is it going to be sunny in Agra,O O O O O O O location,weather
find me the weather forecast for Abu Dhabi,O O O O O O location location,weather
please show me fares from Budapest to Budapest,O O O O O origin O destination,other
list early evening flights from Hangzhou to city,O O O O O origin O destination,flight
temperature in Rome,O O location,weather
i 'd like a flight from Antalya to Guilin stopping in cincinnati and serving dinner what 's available,O O O O O O origin O destination O O O O O O O O O,flight
if I am going to Agra should I bring umbrella,O O O O O location O O O O,weather
show me all all flights from Jeju to Kiev on wednesday which leave before noon and serve breakfast,O O O O O O origin O destination O O O O O O O O O,flight
i would like information on flights from Edirne to Manila arriving in Manila before _D_ am on thursday,O O O O O O O origin O destination O O destination O O O O O,flight
how many nonstop flights going from Amsterdam to London july twenty seventh,O O O O O O origin O destination O O O,other
rain or sunny Chiang Mai,O O O location location,weather
what is the earliest flight that i can get from bwi to Jakarta logan,O O O O O O O O O O O O destination O,flight
Berlin humidity,location O,weather
what is the total seating capacity of all aircraft of american airlines,O O O O O O O O O O O O,other
list the flights from Moscow to Punta Cana,O O O O origin O destination destination,flight
what is the earliest flight arriving in Berlin from Vienna on friday,O O O O O O O destination O origin O O,flight
I want to know if it will rain in Guilin,O O O O O O O O O location,weather
show me ground transportation in dallas please,O O O O O O O,other
will Marrakech be hot,O location O O,weather
i would like a list of flights from Toronto to Nice,O O O O O O O O origin O destination,flight
how much is a limousine between dallas fort worth international airport and Toronto,O O O O O O O O O O O O destination,other
current weather in Los Angeles,O O O location location,weather
how far is it from orlando airport to Delhi,O O O O O O O O destination,other
rain or sunny Suzhou,O O O location,weather
what does it cost to fly from Krabi to Orlando on united airlines,O O O O O O O origin O destination O O O,other
weather in Burgas,O O location,weather
weather in Jaipur,O O location,weather
i 'd like to fly from Johannesburg to Sydney two days from today in the early morning,O O O O O O origin O destination O O O O O O O O,flight
what ground transportation is there in dallas,O O O O O O O,other
show me the flights from Delhi,O O O O O origin,flight
what are the cheapest one way flights from Abu Dhabi to city,O O O O O O O O origin origin O destination,flight
do the airlines still offer first class,O O O O O O O,other
I wonder how it feels today in Lisbon,O O O O O O O location,weather
i want a flight from Bangkok to Punta Cana that stops in st. louis are there flights,O O O O O origin O destination destination O O O O O O O O,flight
i 'd like to find a flight from Delhi to Delhi that makes a stop in new york,O O O O O O O O origin O destination O O O O O O O,flight
round trip fares from Prague to Budapest under _D_ dollars and Prague to Budapest under _D_ dollars,O O O O origin O destination O O O O origin O destination O O O,other
show me ground transportation in baltimore,O O O O O O,other
what ground transportation is available from the pittsburgh airport,O O O O O O O O O,other
how long will it rain in Istanbul,O O O O O O location,weather
I want to know if it will rain in Chiang Mai,O O O O O O O O O location location,weather
what are the fares from Kiev to Jaipur monday and wednesday,O O O O O origin O destination O O O,other
i 'd like to book two flights to London,O O O O O O O O destination,flight
i 'm looking for a flight from Tokyo to Sofia that has no stopovers and is only in the afternoon,O O O O O O O origin O destination O O O O O O O O O O,flight
is there a flight leaving Delhi to Milan,O O O O O origin O destination,flight
list Riyadh to Antalya flights with stopovers in dallas,O origin O destination O O O O O,flight
i want to see the cheapest flights from Mumbai to Cancún,O O O O O O O O origin O destination,flight
show sunday flights from Burgas to Marrakech,O O O O origin O destination,flight
i need information for ground transportation denver colorado,O O O O O O O O,other
is it hot in Madrid,O O O O location,weather
what is the price of business class from Frankfurt to Kraków on twa,O O O O O O O O origin O destination O O,other
will Miami be hot,O location O O,weather
is there an american airlines flight in the evening from Manila to Orlando,O O O O O O O O O O origin O destination,flight
all right give me the flight times in the morning on september twentieth from Zurich to Nice,O O O O O O O O O O O O O O origin O destination,other
find me the weather forecast for Manama,O O O O O O location,weather
I want to know if it will rain in Macau,O O O O O O O O O location,weather
show all airlines with flights between Dubai and Bangkok,O O O O O O origin O destination,other
list the takeoffs and landings at general mitchell international,O O O O O O O O O,flight
Beijing to Phuket thursday evening,origin O destination O O,flight
wednesday from Phuket to Pattaya,O O origin O destination,flight
what airlines have flights from Nice to Sharjah,O O O O O origin O destination,other
what is the earliest flight that has no stops from Milan to Chennai on friday,O O O O O O O O O O origin O destination O O,flight
on april twenty would like to fly from Pattaya to Melbourne at about _D_ o'clock in the morning,O O O O O O O O origin O destination O O O O O O O,flight
temperature in London,O O location,weather
all flights from Las Vegas to Vienna leaving before noon,O O O origin origin O destination O O O,flight
is there a united flight from East Province to Manila on the morning of august twenty seventh,O O O O O O origin origin O destination O O O O O O O,flight
what 's the cheapest one way ticket from Jeju to Pattaya,O O O O O O O O origin O destination,other
temperature in Shenzhen,O O location,weather
what does it cost to fly from Mumbai to Chennai on united airlines flight _D_,O O O O O O O origin O destination O O O O O,other
what is the coach fare between Istanbul and Shenzhen on delta,O O O O O O origin O destination O O,other
do I need to bring umbrella to Macau today,O O O O O O O location O,weather
what 's the weather like in Antalya,O O O O O O location,weather
all right what us air flights leave from Tokyo to Shenzhen after _D_ in the afternoon,O O O O O O O O origin O destination O O O O O,flight
show me all flights and fares from Artvin to Melbourne,O O O O O O O origin O destination,other
what are the coach fares for flights from Guangzhou to Vancouver tuesday evening,O O O O O O O O origin O destination O O,other
what kind of aircraft do you have flying from Chiang Mai to Las Vegas on august twenty seventh,O O O O O O O O O origin origin O destination destination O O O O,other
i need a flight from Miami to Nairobi leaving in the afternoon and arriving in the evening thank you,O O O O O origin O destination O O O O O O O O O O O,flight
please give me all the flights from Kuala Lumpur california to Mexico City tennessee,O O O O O O O origin origin O O destination destination O,flight
flight information from Chennai to Lima,O O O origin O destination,flight
Vancouver to Burgas monday,origin O destination O,flight
give me all the flights from Riyadh to Phuket,O O O O O O origin O destination,flight
what is the least expensive one way fare between Guilin and Manama,O O O O O O O O O origin O destination,other
how many flights does twa have with business class,O O O O O O O O O,other
show me flights from Cancún to Punta Cana on friday,O O O O origin O destination destination O O,flight
temperature in Suzhou,O O location,weather
find me the weather forecast for Shenzhen,O O O O O O location,weather
rain or sunny Siem Reap,O O O location location,weather
current weather in Munich,O O O location,weather
which airlines have flights from city to Munich by way of indianapolis,O O O O O origin O destination O O O O,other
weather in Seoul,O O location,weather
can you give me information on transportation from the airport in Budapest to downtown Sousse,O O O O O O O O O O O origin O O destination,other
find me the flights that are nonstop between city and Denpasar that leave between _D_ and _D_ in the afternoon,O O O O O O O O origin O destination O O O O O O O O O,flight
do I need to bring umbrella to Agra today,O O O O O O O location O,weather
what are the fares from Guilin to Pattaya monday and wednesday,O O O O O origin O destination O O O,other
current weather in Sydney,O O O location,weather
please give ground transportation at denver airport,O O O O O O O,other
airlines that fly to Cancún from Krabi on friday,O O O O destination O origin O O,other
show me first class airlines from Pattaya to Brussels on next tuesday first class only,O O O O O O origin O destination O O O O O O,other
what airlines go from Burgas to Melbourne,O O O O origin O destination,other
i 'd like to travel from Los Angeles to Dubai next wednesday,O O O O O O origin origin O destination O O,flight
i would like a flight that leaves on friday from Mumbai to Warsaw that makes a stop in atlanta,O O O O O O O O O O origin O destination O O O O O O,flight
what is the cost of a business class ticket going from Miami to Delhi leaving july first,O O O O O O O O O O O origin O destination O O O,other
may I know the weather in Lima,O O O O O O location,weather
which flights go from Milan to Jakarta and stop in nashville,O O O O origin O destination O O O O,flight
please give me all the flights from London california to Delhi tennessee,O O O O O O O origin O O destination O,flight
show me fares from East Province to Guangzhou,O O O O origin origin O destination,other
show me the flights from East Province to Nairobi dc,O O O O O origin origin O destination O,flight
show me all flights from Sydney to Krabi which leave thursday after _D_ o'clock pm,O O O O O origin O destination O O O O O O O,flight
show me the flights that go from Bangkok to Rome,O O O O O O O origin O destination,flight
will it rain today in Los Angeles,O O O O O location location,weather
show me the most expensive one way first class fare from Jakarta to Florence,O O O O O O O O O O O origin O destination,other
explain fare code qx,O O O O,other
what 's the weather like in Manama,O O O O O O location,weather
rain jacket needed in Antalya now,O O O O location O,weather
all flights from Suzhou to Kraków that arrive at _D_ o'clock next tuesday,O O O origin O destination O O O O O O O,flight
i want to leave Edirne at _D_,O O O O origin O O,flight
is it going to be sunny in London,O O O O O O O location,weather
could you tell me if delta flight _D_ serves breakfast,O O O O O O O O O O,flight
show me the airlines,O O O O,other
will Toronto be hot,O location O O,weather
what 's the name of the denver airport,O O O O O O O O,other
does midwest express serve philadelphia,O O O O O,flight
list airlines serving between Sydney and Tokyo,O O O O origin O destination,other
list all flights on continental leaving Zhuhai on sunday after _D_,O O O O O O origin O O O O,flight
rain jacket needed in Denpasar now,O O O O location O,weather
what is _D_s,O O O,other
how long will it rain in city,O O O O O O location,weather
what does us stand for,O O O O O,other
please list all northwest flights into Edirne,O O O O O O destination,flight
what is the total schedule for delta 's flights to all airports,O O O O O O O O O O O O,other
give me the first flight from Muğla to Manila,O O O O O O origin O destination,flight
give me the least expensive first class round trip ticket on us air from Artvin to Melbourne,O O O O O O O O O O O O O O origin O destination,other
temperature in Nairobi,O O location,weather
Los Angeles temperature,location location O,weather
please list information regarding san francisco airport,O O O O O O O,other
will it rain today in Brussels,O O O O O location,weather
show me all the flights arriving in Hanoi around _D_ pm next monday please,O O O O O O O destination O O O O O O,flight
does delta fly from Barcelona to Milan,O O O O origin O destination,flight
give me the flights from Djerba to Kraków,O O O O O origin O destination,flight
list all the takeoffs and landings at general mitchell international,O O O O O O O O O O,flight
list limousine rates for the city of boston,O O O O O O O O,other
show me all connecting flights on united airlines between Mecca and Berlin,O O O O O O O O O origin O destination,flight
list flights from Siem Reap to Kraków on thursday morning nonstop,O O O origin origin O destination O O O O,flight
on november twenty third what flights are available between Dublin and Hanoi on american airlines,O O O O O O O O O origin O destination O O O,flight
Cancún weather,location O,weather
may I know the weather in Barcelona,O O O O O O location,weather
i would like a flight from Siem Reap to Moscow on august twentieth,O O O O O O origin origin O destination O O O,flight
what flights go from Chennai to Seoul via indianapolis,O O O O origin O destination O O,flight
how long will it rain in Miami,O O O O O O location,weather
i want to fly from Agra to Jakarta round trip with the cheapest fare,O O O O O origin O destination O O O O O O,flight
show me the flights from Riyadh to Artvin leaving after _D_ pm,O O O O O origin O destination O O O O,flight
what is the distance from la guardia to Punta Cana downtown,O O O O O O O O destination destination O,other
show me one way flights from Munich to Nice departing before _D_ am first class,O O O O O O origin O destination O O O O O O,flight
is there ground transportation from the boston airport to downtown Buenos Aires,O O O O O O O O O O destination destination,other
show me the cheapest round trips from Taipei to Madrid,O O O O O O O origin O destination,flight
I want to know if it will rain in Burgas,O O O O O O O O O location,weather
is it hot in Orlando,O O O O location,weather
what type of ground transportation is available at philadelphia airport,O O O O O O O O O O,other
i need a flight from San Francisco to Agra that leaves wednesday and arrives in Agra around _D_ pm,O O O O O origin origin O destination O O O O O O destination O O O,flight
how much is a first class ticket from Burgas to Madrid leaving on friday,O O O O O O O O origin O destination O O O,other
show me all the flights from Istanbul to Taipei on tuesday that leave after _D_ pm,O O O O O O origin O destination O O O O O O O,flight
how long is a trip from philadelphia airport to downtown Krabi,O O O O O O O O O O destination,other
East Province temperature,location location O,weather
okay i would like to know the type of aircraft used on a flight from Milan to Prague please,O O O O O O O O O O O O O O O origin O destination O,other
will it rain today in Madrid,O O O O O location,weather
round trip air fares from Warsaw to Kraków less than _D_ dollars,O O O O O origin O destination O O O O,other
i would like to see flights from Muğla to Venice,O O O O O O O origin O destination,flight
show me the flight schedule from Manila to Guangzhou,O O O O O O origin O destination,other
what 's the weather like in Riyadh,O O O O O O location,weather
what 's a flight that goes from Marrakech to Los Angeles,O O O O O O O origin O destination destination,flight
Munich weather,location O,weather
will it rain today in Paris,O O O O O location,weather
show me ground transportation information for dallas fort worth,O O O O O O O O O,other
do the airlines still offer first class,O O O O O O O,other
is it going to be sunny in Macau,O O O O O O O location,weather
is it raining in Zhuhai,O O O O location,weather
what is the fare from Vancouver to Punta Cana on delta flight _D_,O O O O O origin O destination destination O O O O,other
is it raining in Sousse,O O O O location,weather
i want to fly nonstop from Mumbai to Frankfurt,O O O O O O origin O destination,flight
what are the fares for all flights between Frankfurt and Shanghai,O O O O O O O O origin O destination,other
please list information regarding san francisco airport,O O O O O O O,other
what are your flights from Antalya to Prague,O O O O O origin O destination,flight
show me all flights from Amsterdam to Melbourne which leave after _D_ o'clock pm the day after tomorrow,O O O O O origin O destination O O O O O O O O O O,flight
show me all lufthansa flights from Lisbon to Nice with stopovers in minneapolis,O O O O O O origin O destination O O O O,flight
what are connecting flights from Muğla to Berlin on june first,O O O O O origin O destination O O O,flight
will it rain today in Krabi,O O O O O location,weather
will it rain today in Amman,O O O O O location,weather
will Frankfurt be hot,O location O O,weather
Punta Cana humidity,location location O,weather
what flights leave Jakarta and arrive in Manama around _D_ pm next tuesday,O O O origin O O O destination O O O O O,flight
do I need to bring umbrella to Sharjah today,O O O O O O O location O,weather
do I need to bring umbrella to Frankfurt today,O O O O O O O location O,weather
what 's the first flight from Edirne to Djerba,O O O O O O origin O destination,flight
okay i 've got somebody else who wants to take a round trip ticket from Warsaw to Hong Kong,O O O O O O O O O O O O O O O origin O destination destination,other
give me the flights from Miami to Lima,O O O O O origin O destination,flight
i want to fly from Macau to Denpasar,O O O O O origin O destination,flight
may I know the weather in Doha,O O O O O O location,weather
show me the flights from Agra to Johannesburg that stop in atlanta,O O O O O origin O destination O O O O,flight
list the distance in miles from boston airport to downtown boston,O O O O O O O O O O O,other
ground transportation for las vegas,O O O O O,other
